#EXPORTTYPE:                 ,DATA ALL                                   
#FILE:                       ,2025_11_14_SL_PS_Tosoh_A1000_5K_min.ngb-ss5
#FORMAT:                     ,NETZSCH5                                   
#FTYPE:                      ,ASCII                                      
#IDENTITY:                   ,PS_A1000                                   
#DECIMAL:                    ,POINT                                      
#SEPARATOR:                  ,COMMA                                      
#MTYPE:                      ,DSC                                        
#INSTRUMENT:                 ,NETZSCH STA 449F5                          
#PROJECT:                    ,PS                                         
#DATE/TIME:                  ,11/14/2025 4:00:44 PM (UTC-5)              
#CORR. FILE:                 ,                                           
#TEMPCAL:                    ,05-05-2025 14:38                           
#SENSITIVITY:                ,28-06-2023 13:53                           
#LABORATORY:                 ,Tran/AAG                                   
#OPERATOR:                   ,Stan                                       
#REMARK:                     ,                                           
#SAMPLE:                     ,PS_A1000                                   
#SAMPLE MASS /mg:            ,4.3                                        
#MATERIAL:                   ,                                           
#REFERENCE:                  ,                                           
#REFERENCE MASS /mg:         ,0                                          
#TYPE OF CRUCIBLE:           ,Al2O3 85 �l, open                          
#SAMPLE CRUCIBLE MASS /mg:   ,0                                          
#REFERENCE CRUCIBLE MASS /mg:,0                                          
#DSC RANGE /�V:              ,5000                                       
#TG RANGE /mg:               ,35000                                      
#TAU-R:                      ,---                                        
#CORR. CODE:                 ,000                                        
#EXO:                        ,-1                                         
#RANGE:                      ,100�C/5.0(K/min)/600�C                     
#SEGMENT:                    ,S3/4                                       
#SEG. 3:                     ,100�C/5.0(K/min)/600�C                     




##Temp./�C,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),TIC(scan:1)/A,Sensit./(uV/mW)
185.39799, 38.38667,      2.41818,     89.51814,50.00000,52.00000,3.640019e-09,0.91868
185.45700, 38.40000,      2.41930,     89.51814,50.00000,52.00000,3.640019e-09,0.91868
185.54800, 38.41333,      2.41926,     89.51814,50.00000,52.00000,3.643812e-09,0.91867
185.60201, 38.42667,      2.41996,     89.51814,50.00000,52.00000,3.643812e-09,0.91867
185.67900, 38.44000,      2.42010,     89.51814,50.00000,52.00000,3.643812e-09,0.91867
185.75301, 38.45333,      2.41862,     89.51814,50.00000,52.00000,3.643812e-09,0.91867
185.80299, 38.46667,      2.41871,     89.51814,50.00000,52.00000,3.643812e-09,0.91867
185.87399, 38.48000,      2.41944,     89.53395,50.00000,52.00000,3.643812e-09,0.91867
185.95100, 38.49333,      2.41878,     89.54977,50.00000,52.00000,3.643812e-09,0.91867
185.99600, 38.50667,      2.41906,     89.54977,50.00000,52.00000,3.643812e-09,0.91867
186.08501, 38.52000,      2.41862,     89.54977,50.00000,52.00000,3.643812e-09,0.91867
186.14600, 38.53333,      2.41853,     89.54977,50.00000,52.00000,3.643812e-09,0.91867
186.21201, 38.54667,      2.41804,     89.54977,50.00000,52.00000,3.643812e-09,0.91867
186.27600, 38.56000,      2.41856,     89.54977,50.00000,52.00000,3.643812e-09,0.91867
186.34801, 38.57333,      2.41708,     89.54977,50.00000,52.00000,3.643812e-09,0.91867
186.42300, 38.58667,      2.41701,     89.54977,50.00000,52.00000,3.647056e-09,0.91866
186.48801, 38.60000,      2.41774,     89.54977,50.00000,52.00000,3.647056e-09,0.91866
186.56500, 38.61333,      2.41828,     89.52605,50.00000,52.00000,3.647056e-09,0.91866
186.61501, 38.62667,      2.41656,     89.51814,50.00000,52.00000,3.647056e-09,0.91866
186.69000, 38.64000,      2.41629,     89.51814,50.00000,52.00000,3.647056e-09,0.91866
186.76199, 38.65333,      2.41682,     89.51814,50.00000,52.00000,3.647056e-09,0.91866
186.82401, 38.66667,      2.41814,     89.51814,50.00000,52.00000,3.647056e-09,0.91866
186.89400, 38.68000,      2.41666,     89.51814,50.00000,52.00000,3.647056e-09,0.91866
186.96899, 38.69333,      2.41700,     89.54977,50.00000,52.00000,3.647056e-09,0.91866
187.03999, 38.70667,      2.41672,     89.54977,50.00000,52.00000,3.647056e-09,0.91866
187.10201, 38.72000,      2.41663,     89.54977,50.00000,52.00000,3.647056e-09,0.91866
187.16299, 38.73333,      2.41634,     89.54977,50.00000,52.00000,3.647056e-09,0.91866
187.23500, 38.74667,      2.41647,     89.54977,50.00000,52.00000,3.647448e-09,0.91866
187.30600, 38.76000,      2.41620,     89.54977,50.00000,52.00000,3.647448e-09,0.91866
187.37601, 38.77333,      2.41653,     89.54977,50.00000,52.00000,3.647448e-09,0.91866
187.43800, 38.78667,      2.41604,     89.54977,50.00000,52.00000,3.647448e-09,0.91866
187.51601, 38.80000,      2.41638,     89.54977,50.00000,52.00000,3.647448e-09,0.91866
187.57401, 38.81333,      2.41548,     89.54977,50.00000,52.00000,3.647448e-09,0.91866
187.64799, 38.82667,      2.41622,     89.54977,50.00000,52.00000,3.647448e-09,0.91866
187.72000, 38.84000,      2.41615,     89.54977,50.00000,52.00000,3.647448e-09,0.91866
187.78200, 38.85333,      2.41586,     89.54977,50.00000,52.00000,3.647448e-09,0.91866
187.84300, 38.86667,      2.41617,     89.54977,50.00000,52.00000,3.647448e-09,0.91866
187.91600, 38.88000,      2.41530,     89.54977,50.00000,52.00000,3.647448e-09,0.91866
187.99600, 38.89333,      2.41645,     89.54977,50.00000,52.00000,3.647448e-09,0.91866
188.05099, 38.90667,      2.41615,     89.54977,50.00000,52.00000,3.647448e-09,0.91866
188.12900, 38.92000,      2.41569,     89.54977,50.00000,52.00000,3.641669e-09,0.91865
188.19501, 38.93333,      2.41561,     89.54977,50.00000,52.00000,3.641669e-09,0.91865
188.25900, 38.94667,      2.41532,     89.54977,50.00000,52.00000,3.641669e-09,0.91865
188.32500, 38.96000,      2.41564,     89.54977,50.00000,52.00000,3.641669e-09,0.91865
188.37801, 38.97333,      2.41534,     89.54977,50.00000,52.00000,3.641669e-09,0.91865
188.46700, 38.98667,      2.41348,     89.54977,50.00000,52.00000,3.641669e-09,0.91865
188.52400, 39.00000,      2.41480,     89.54977,50.00000,52.00000,3.641669e-09,0.91865
188.60100, 39.01333,      2.41514,     89.54977,50.00000,52.00000,3.641669e-09,0.91865
188.66701, 39.02667,      2.41506,     89.54977,50.00000,52.00000,3.641669e-09,0.91865
188.73599, 39.04000,      2.41458,     89.54977,50.00000,52.00000,3.641669e-09,0.91865
188.81100, 39.05333,      2.41472,     89.54977,50.00000,52.00000,3.641669e-09,0.91865
188.87601, 39.06667,      2.41464,     89.54977,50.00000,52.00000,3.647157e-09,0.91864
188.93500, 39.08000,      2.41515,     89.53395,50.00000,52.00000,3.647157e-09,0.91864
189.00700, 39.09333,      2.41508,     89.51814,50.00000,52.00000,3.647157e-09,0.91864
189.07100, 39.10667,      2.41540,     89.51814,50.00000,52.00000,3.647157e-09,0.91864
189.14600, 39.12000,      2.41473,     89.51814,50.00000,52.00000,3.647157e-09,0.91864
189.21600, 39.13333,      2.41486,     89.51814,50.00000,52.00000,3.647157e-09,0.91864
189.28799, 39.14667,      2.41499,     89.48651,50.00000,52.00000,3.647157e-09,0.91864
189.35300, 39.16000,      2.41430,     89.48651,50.00000,52.00000,3.647157e-09,0.91864
189.42101, 39.17333,      2.41443,     89.48651,50.00000,52.00000,3.647157e-09,0.91864
189.49500, 39.18667,      2.41436,     89.48651,50.00000,52.00000,3.647157e-09,0.91864
189.54800, 39.20000,      2.41446,     89.48651,50.00000,52.00000,3.647157e-09,0.91864
189.62000, 39.21333,      2.41459,     89.48651,50.00000,52.00000,3.647157e-09,0.91864
189.68800, 39.22667,      2.41452,     89.48651,50.00000,52.00000,3.644352e-09,0.91864
189.76401, 39.24000,      2.41365,     89.48651,50.00000,52.00000,3.644352e-09,0.91864
189.82100, 39.25333,      2.41274,     89.50233,50.00000,52.00000,3.644352e-09,0.91864
189.89700, 39.26667,      2.41288,     89.51814,50.00000,52.00000,3.644352e-09,0.91864
189.96700, 39.28000,      2.41200,     89.51814,50.00000,52.00000,3.644352e-09,0.91864
190.02499, 39.29333,      2.41251,     89.51814,50.00000,52.00000,3.644352e-09,0.91864
190.10001, 39.30667,      2.41225,     89.51814,50.00000,52.00000,3.644352e-09,0.91864
190.16299, 39.32000,      2.41216,     89.51814,50.00000,52.00000,3.644352e-09,0.91864
190.22800, 39.33333,      2.41188,     89.51814,50.00000,52.00000,3.644352e-09,0.91864
190.28799, 39.34667,      2.41240,     89.51814,50.00000,52.00000,3.644352e-09,0.91864
190.36501, 39.36000,      2.41294,     89.51814,50.00000,52.00000,3.644352e-09,0.91864
190.43201, 39.37333,      2.41226,     89.51814,50.00000,52.00000,3.644352e-09,0.91864
190.51100, 39.38667,      2.41241,     89.51814,50.00000,52.00000,3.644352e-09,0.91864
190.57100, 39.40000,      2.41292,     89.52605,50.00000,52.00000,3.643217e-09,0.91863
190.62801, 39.41333,      2.41242,     89.54977,50.00000,52.00000,3.643217e-09,0.91863
190.70399, 39.42667,      2.41236,     89.54977,50.00000,52.00000,3.643217e-09,0.91863
190.77499, 39.44000,      2.41209,     89.54977,50.00000,52.00000,3.643217e-09,0.91863
190.84700, 39.45333,      2.41182,     89.54977,50.00000,52.00000,3.643217e-09,0.91863
190.89600, 39.46667,      2.41090,     89.54977,50.00000,52.00000,3.643217e-09,0.91863
190.97400, 39.48000,      2.41023,     89.54977,50.00000,52.00000,3.643217e-09,0.91863
191.04401, 39.49333,      2.41057,     89.54977,50.00000,52.00000,3.643217e-09,0.91863
191.11099, 39.50667,      2.41130,     89.53395,50.00000,52.00000,3.643217e-09,0.91863
191.17300, 39.52000,      2.41121,     89.51814,50.00000,52.00000,3.643217e-09,0.91863
191.24300, 39.53333,      2.41073,     89.51814,50.00000,52.00000,3.643217e-09,0.91863
191.32600, 39.54667,      2.41109,     89.51814,50.00000,52.00000,3.643217e-09,0.91863
191.38600, 39.56000,      2.41181,     89.51814,50.00000,52.00000,3.646861e-09,0.91862
191.44800, 39.57333,      2.41233,     89.51814,50.00000,52.00000,3.646861e-09,0.91862
191.53101, 39.58667,      2.41046,     89.51814,50.00000,52.00000,3.646861e-09,0.91862
191.58600, 39.60000,      2.41077,     89.51814,50.00000,52.00000,3.646861e-09,0.91862
191.65500, 39.61333,      2.41049,     89.51814,50.00000,52.00000,3.646861e-09,0.91862
191.71500, 39.62667,      2.41040,     89.51814,50.00000,52.00000,3.646861e-09,0.91862
191.77901, 39.64000,      2.41032,     89.51814,50.00000,52.00000,3.646861e-09,0.91862
191.85699, 39.65333,      2.41067,     89.51814,50.00000,52.00000,3.646861e-09,0.91862
191.91600, 39.66667,      2.41098,     89.51814,50.00000,52.00000,3.646861e-09,0.91862
191.98500, 39.68000,      2.41131,     89.51814,50.00000,52.00000,3.646861e-09,0.91862
192.06400, 39.69333,      2.41045,     89.51814,50.00000,52.00000,3.646861e-09,0.91862
192.12900, 39.70667,      2.40976,     89.51814,50.00000,52.00000,3.646861e-09,0.91862
192.19701, 39.72000,      2.41070,     89.51814,50.00000,52.00000,3.647561e-09,0.91862
192.26401, 39.73333,      2.41001,     89.51814,50.00000,52.00000,3.647561e-09,0.91862
192.32600, 39.74667,      2.41033,     89.51814,50.00000,52.00000,3.647561e-09,0.91862
192.39101, 39.76000,      2.40944,     89.51814,50.00000,52.00000,3.647561e-09,0.91862
192.45399, 39.77333,      2.40916,     89.51814,50.00000,52.00000,3.647561e-09,0.91862
192.53000, 39.78667,      2.40970,     89.51814,50.00000,52.00000,3.647561e-09,0.91862
192.59900, 39.80000,      2.41003,     89.51814,50.00000,52.00000,3.647561e-09,0.91862
192.66200, 39.81333,      2.40934,     89.51814,50.00000,52.00000,3.647561e-09,0.91862
192.73300, 39.82667,      2.41008,     89.51814,50.00000,52.00000,3.647561e-09,0.91862
192.80299, 39.84000,      2.40961,     89.51814,50.00000,52.00000,3.647561e-09,0.91862
192.86900, 39.85333,      2.40933,     89.51814,50.00000,52.00000,3.647561e-09,0.91862
192.93900, 39.86667,      2.40946,     89.51814,50.00000,52.00000,3.647561e-09,0.91862
192.99600, 39.88000,      2.40815,     89.51814,50.00000,52.00000,3.647561e-09,0.91862
193.07500, 39.89333,      2.40769,     89.51814,50.00000,52.00000,3.647045e-09,0.91861
193.13600, 39.90667,      2.40882,     89.51023,50.00000,52.00000,3.647045e-09,0.91861
193.20900, 39.92000,      2.40815,     89.48651,50.00000,52.00000,3.647045e-09,0.91861
193.27100, 39.93333,      2.40826,     89.48651,50.00000,52.00000,3.647045e-09,0.91861
193.34300, 39.94667,      2.40880,     89.48651,50.00000,52.00000,3.647045e-09,0.91861
193.40900, 39.96000,      2.40852,     89.48651,50.00000,52.00000,3.647045e-09,0.91861
193.47600, 39.97333,      2.40845,     89.52070,50.00000,52.00000,3.647045e-09,0.91861
193.54800, 39.98667,      2.40797,     89.52070,50.00000,52.00000,3.647045e-09,0.91861
193.61600, 40.00000,      2.40851,     89.52070,50.00000,52.00000,3.647045e-09,0.91861
193.67799, 40.01333,      2.40863,     89.52070,50.00000,52.00000,3.647045e-09,0.91861
193.75101, 40.02667,      2.40897,     89.52070,50.00000,52.00000,3.647045e-09,0.91861
193.81400, 40.04000,      2.40909,     89.52070,50.00000,52.00000,3.647045e-09,0.91861
193.87801, 40.05333,      2.40840,     89.52070,50.00000,52.00000,3.647045e-09,0.91861
193.94800, 40.06667,      2.40812,     89.52070,50.00000,52.00000,3.645211e-09,0.91860
194.02800, 40.08000,      2.40706,     89.52070,50.00000,52.00000,3.645211e-09,0.91860
194.09100, 40.09333,      2.40698,     89.52070,50.00000,52.00000,3.645211e-09,0.91860
194.14900, 40.10667,      2.40709,     89.52070,50.00000,52.00000,3.645211e-09,0.91860
194.22701, 40.12000,      2.40703,     89.52070,50.00000,52.00000,3.645211e-09,0.91860
194.29201, 40.13333,      2.40776,     89.52070,50.00000,52.00000,3.645211e-09,0.91860
194.35800, 40.14667,      2.40748,     89.52070,50.00000,52.00000,3.645211e-09,0.91860
194.41901, 40.16000,      2.40699,     89.52070,50.00000,52.00000,3.645211e-09,0.91860
194.49400, 40.17333,      2.40652,     89.52070,50.00000,52.00000,3.645211e-09,0.91860
194.57100, 40.18667,      2.40707,     89.52070,50.00000,52.00000,3.645211e-09,0.91860
194.62601, 40.20000,      2.40576,     89.52070,50.00000,52.00000,3.645211e-09,0.91860
194.68401, 40.21333,      2.40567,     89.52070,50.00000,52.00000,3.645211e-09,0.91860
194.75999, 40.22667,      2.40561,     89.52070,50.00000,52.00000,3.641149e-09,0.91859
194.82800, 40.24000,      2.40594,     89.52070,50.00000,52.00000,3.641149e-09,0.91859
194.90300, 40.25333,      2.40568,     89.55233,50.00000,52.00000,3.641149e-09,0.91859
194.96001, 40.26667,      2.40558,     89.55233,50.00000,52.00000,3.641149e-09,0.91859
195.03700, 40.28000,      2.40593,     89.55233,50.00000,52.00000,3.641149e-09,0.91859
195.09801, 40.29333,      2.40625,     89.55233,50.00000,52.00000,3.641149e-09,0.91859
195.17000, 40.30667,      2.40639,     89.55233,50.00000,52.00000,3.641149e-09,0.91859
195.23399, 40.32000,      2.40611,     89.55233,50.00000,52.00000,3.641149e-09,0.91859
195.29100, 40.33333,      2.40621,     89.55233,50.00000,52.00000,3.641149e-09,0.91859
195.37199, 40.34667,      2.40677,     89.55233,50.00000,52.00000,3.641149e-09,0.91859
195.44099, 40.36000,      2.40711,     89.55233,50.00000,52.00000,3.641149e-09,0.91859
195.50200, 40.37333,      2.40702,     89.52860,50.00000,52.00000,3.641149e-09,0.91859
195.57800, 40.38667,      2.40676,     89.52070,50.00000,52.00000,3.641149e-09,0.91859
195.63200, 40.40000,      2.40565,     89.52070,50.00000,52.00000,3.646355e-09,0.91858
195.70399, 40.41333,      2.40578,     89.52070,50.00000,52.00000,3.646355e-09,0.91858
195.76801, 40.42667,      2.40631,     89.52070,50.00000,52.00000,3.646355e-09,0.91858
195.83800, 40.44000,      2.40482,     89.52070,50.00000,52.00000,3.646355e-09,0.91858
195.89700, 40.45333,      2.40473,     89.52070,50.00000,52.00000,3.646355e-09,0.91858
195.96201, 40.46667,      2.40465,     89.52070,50.00000,52.00000,3.646355e-09,0.91858
196.03300, 40.48000,      2.40479,     89.52070,50.00000,52.00000,3.646355e-09,0.91858
196.11000, 40.49333,      2.40494,     89.52070,50.00000,52.00000,3.646355e-09,0.91858
196.16800, 40.50667,      2.40566,     89.52070,50.00000,52.00000,3.646355e-09,0.91858
196.23300, 40.52000,      2.40578,     89.52070,50.00000,52.00000,3.646355e-09,0.91858
196.30901, 40.53333,      2.40593,     89.48907,50.00000,52.00000,3.646355e-09,0.91858
196.37399, 40.54667,      2.40544,     89.48907,50.00000,52.00000,3.646355e-09,0.91858
196.43201, 40.56000,      2.40616,     89.48907,50.00000,52.00000,3.646355e-09,0.91858
196.51401, 40.57333,      2.40571,     89.48907,50.00000,52.00000,3.640437e-09,0.91858
196.57500, 40.58667,      2.40563,     89.48907,50.00000,52.00000,3.640437e-09,0.91858
196.63800, 40.60000,      2.40494,     89.48907,50.00000,52.00000,3.640437e-09,0.91858
196.70399, 40.61333,      2.40486,     89.48907,50.00000,52.00000,3.640437e-09,0.91858
196.77499, 40.62667,      2.40500,     89.48907,50.00000,52.00000,3.640437e-09,0.91858
196.85600, 40.64000,      2.40556,     89.48907,50.00000,52.00000,3.640437e-09,0.91858
196.92200, 40.65333,      2.40568,     89.48907,50.00000,52.00000,3.640437e-09,0.91858
196.99500, 40.66667,      2.40501,     89.48907,50.00000,52.00000,3.640437e-09,0.91858
197.04900, 40.68000,      2.40430,     89.48907,50.00000,52.00000,3.640437e-09,0.91858
197.11900, 40.69333,      2.40505,     89.48907,50.00000,52.00000,3.640437e-09,0.91858
197.17500, 40.70667,      2.40556,     89.48907,50.00000,52.00000,3.640437e-09,0.91858
197.25101, 40.72000,      2.40510,     89.48907,50.00000,52.00000,3.640437e-09,0.91858
197.32201, 40.73333,      2.40503,     89.48907,50.00000,52.00000,3.643375e-09,0.91857
197.39000, 40.74667,      2.40415,     89.48907,50.00000,52.00000,3.643375e-09,0.91857
197.44800, 40.76000,      2.40446,     89.48907,50.00000,52.00000,3.643375e-09,0.91857
197.52901, 40.77333,      2.40360,     89.48907,50.00000,52.00000,3.643375e-09,0.91857
197.57700, 40.78667,      2.40410,     89.48907,50.00000,52.00000,3.643375e-09,0.91857
197.65100, 40.80000,      2.40404,     89.48907,50.00000,52.00000,3.643375e-09,0.91857
197.71600, 40.81333,      2.40376,     89.48907,50.00000,52.00000,3.643375e-09,0.91857
197.78799, 40.82667,      2.40329,     89.48907,50.00000,52.00000,3.643375e-09,0.91857
197.85300, 40.84000,      2.40423,     89.48907,50.00000,52.00000,3.643375e-09,0.91857
197.92300, 40.85333,      2.40457,     89.48907,50.00000,52.00000,3.643375e-09,0.91857
197.99100, 40.86667,      2.40348,     89.48907,50.00000,52.00000,3.643375e-09,0.91857
198.05499, 40.88000,      2.40279,     89.48907,50.00000,52.00000,3.643375e-09,0.91857
198.12000, 40.89333,      2.40190,     89.52070,50.00000,52.00000,3.643375e-09,0.91857
198.19600, 40.90667,      2.40225,     89.52070,50.00000,52.00000,3.648162e-09,0.91856
198.26601, 40.92000,      2.40279,     89.52070,50.00000,52.00000,3.648162e-09,0.91856
198.32899, 40.93333,      2.40495,     89.52070,50.00000,52.00000,3.648162e-09,0.91856
198.39500, 40.94667,      2.40447,     89.52070,50.00000,52.00000,3.648162e-09,0.91856
198.46500, 40.96000,      2.40399,     89.50488,50.00000,52.00000,3.648162e-09,0.91856
198.52299, 40.97333,      2.40329,     89.48907,50.00000,52.00000,3.648162e-09,0.91856
198.59900, 40.98667,      2.40385,     89.48907,50.00000,52.00000,3.648162e-09,0.91856
198.66000, 41.00000,      2.40274,     89.48907,50.00000,52.00000,3.648162e-09,0.91856
198.72800, 41.01333,      2.40267,     89.48907,50.00000,52.00000,3.648162e-09,0.91856
198.79601, 41.02667,      2.40321,     89.48907,50.00000,52.00000,3.648162e-09,0.91856
198.85899, 41.04000,      2.40313,     89.48907,50.00000,52.00000,3.648162e-09,0.91856
198.92400, 41.05333,      2.40326,     89.48907,50.00000,52.00000,3.648162e-09,0.91856
198.98700, 41.06667,      2.40277,     89.48907,50.00000,52.00000,3.644975e-09,0.91856
199.05299, 41.08000,      2.40269,     89.48907,50.00000,52.00000,3.644975e-09,0.91856
199.11800, 41.09333,      2.40302,     89.48907,50.00000,52.00000,3.644975e-09,0.91856
199.19099, 41.10667,      2.40317,     89.48907,50.00000,52.00000,3.644975e-09,0.91856
199.25301, 41.12000,      2.40308,     89.48907,50.00000,52.00000,3.644975e-09,0.91856
199.32201, 41.13333,      2.40240,     89.48907,50.00000,52.00000,3.644975e-09,0.91856
199.39000, 41.14667,      2.40254,     89.48907,50.00000,52.00000,3.644975e-09,0.91856
199.45799, 41.16000,      2.40226,     89.48907,50.00000,52.00000,3.644975e-09,0.91856
199.52400, 41.17333,      2.40259,     89.48907,50.00000,52.00000,3.644975e-09,0.91856
199.59900, 41.18667,      2.40294,     89.48907,50.00000,52.00000,3.644975e-09,0.91856
199.65100, 41.20000,      2.40325,     89.48907,50.00000,52.00000,3.644975e-09,0.91856
199.72800, 41.21333,      2.40279,     89.45767,50.00000,52.00000,3.644975e-09,0.91856
199.79800, 41.22667,      2.40170,     89.45767,50.00000,52.00000,3.640564e-09,0.91855
199.86900, 41.24000,      2.40164,     89.45767,50.00000,52.00000,3.640564e-09,0.91855
199.94200, 41.25333,      2.40239,     89.45767,50.00000,52.00000,3.640564e-09,0.91855
199.99001, 41.26667,      2.40289,     89.45767,50.00000,52.00000,3.640564e-09,0.91855
200.07201, 41.28000,      2.40224,     89.45767,50.00000,52.00000,3.640564e-09,0.91855
200.12601, 41.29333,      2.40214,     89.45767,50.00000,52.00000,3.640564e-09,0.91855
200.19800, 41.30667,      2.40167,     89.45767,50.00000,52.00000,3.640564e-09,0.91855
200.26900, 41.32000,      2.40181,     89.45767,50.00000,52.00000,3.640564e-09,0.91855
200.33299, 41.33333,      2.40214,     89.45767,50.00000,52.00000,3.640564e-09,0.91855
200.39700, 41.34667,      2.40206,     89.45767,50.00000,52.00000,3.640564e-09,0.91855
200.47200, 41.36000,      2.40282,     89.45767,50.00000,52.00000,3.640564e-09,0.91855
200.52800, 41.37333,      2.40232,     89.45767,50.00000,52.00000,3.640564e-09,0.91855
200.60800, 41.38667,      2.40186,     89.45767,50.00000,52.00000,3.640564e-09,0.91855
200.67400, 41.40000,      2.40199,     89.45767,50.00000,52.00000,3.643679e-09,0.91854
200.73801, 41.41333,      2.40273,     89.45767,50.00000,52.00000,3.643679e-09,0.91854
200.80499, 41.42667,      2.40266,     89.45767,50.00000,52.00000,3.643679e-09,0.91854
200.86200, 41.44000,      2.40399,     89.45767,50.00000,52.00000,3.643679e-09,0.91854
200.92799, 41.45333,      2.40290,     89.45767,50.00000,52.00000,3.643679e-09,0.91854
201.00999, 41.46667,      2.40225,     89.45767,50.00000,52.00000,3.643679e-09,0.91854
201.06900, 41.48000,      2.40196,     89.45767,50.00000,52.00000,3.643679e-09,0.91854
201.12399, 41.49333,      2.40166,     89.45767,50.00000,52.00000,3.643679e-09,0.91854
201.20399, 41.50667,      2.40120,     89.45767,50.00000,52.00000,3.643679e-09,0.91854
201.26500, 41.52000,      2.40132,     89.45767,50.00000,52.00000,3.643679e-09,0.91854
201.34200, 41.53333,      2.40168,     89.47349,50.00000,52.00000,3.643679e-09,0.91854
201.41200, 41.54667,      2.40324,     89.48907,50.00000,52.00000,3.643679e-09,0.91854
201.48000, 41.56000,      2.40297,     89.48907,50.00000,52.00000,3.642883e-09,0.91853
201.53799, 41.57333,      2.40247,     89.48907,50.00000,52.00000,3.642883e-09,0.91853
201.60699, 41.58667,      2.40261,     89.48907,50.00000,52.00000,3.642883e-09,0.91853
201.67300, 41.60000,      2.40274,     89.48907,50.00000,52.00000,3.642883e-09,0.91853
201.74600, 41.61333,      2.40370,     89.48907,50.00000,52.00000,3.642883e-09,0.91853
201.80099, 41.62667,      2.40279,     89.48907,50.00000,52.00000,3.642883e-09,0.91853
201.87900, 41.64000,      2.40192,     89.45488,50.00000,52.00000,3.642883e-09,0.91853
201.93900, 41.65333,      2.40184,     89.45488,50.00000,52.00000,3.642883e-09,0.91853
202.00301, 41.66667,      2.40258,     89.45488,50.00000,52.00000,3.642883e-09,0.91853
202.07300, 41.68000,      2.40251,     89.45488,50.00000,52.00000,3.642883e-09,0.91853
202.13800, 41.69333,      2.40244,     89.45488,50.00000,52.00000,3.642883e-09,0.91853
202.20100, 41.70667,      2.40195,     89.45488,50.00000,52.00000,3.642883e-09,0.91853
202.27800, 41.72000,      2.40230,     89.45488,50.00000,52.00000,3.642883e-09,0.91853
202.33200, 41.73333,      2.40200,     89.45488,50.00000,52.00000,3.644292e-09,0.91853
202.41901, 41.74667,      2.40340,     89.45488,50.00000,52.00000,3.644292e-09,0.91853
202.46700, 41.76000,      2.40268,     89.45488,50.00000,52.00000,3.644292e-09,0.91853
202.53999, 41.77333,      2.40140,     89.45488,50.00000,52.00000,3.644292e-09,0.91853
202.61600, 41.78667,      2.40195,     89.45488,50.00000,52.00000,3.644292e-09,0.91853
202.67000, 41.80000,      2.40288,     89.45488,50.00000,52.00000,3.644292e-09,0.91853
202.73399, 41.81333,      2.40341,     89.45488,50.00000,52.00000,3.644292e-09,0.91853
202.79601, 41.82667,      2.40292,     89.45488,50.00000,52.00000,3.644292e-09,0.91853
202.87700, 41.84000,      2.40288,     89.45488,50.00000,52.00000,3.644292e-09,0.91853
202.93800, 41.85333,      2.40219,     89.45488,50.00000,52.00000,3.644292e-09,0.91853
202.99899, 41.86667,      2.40129,     89.44698,50.00000,52.00000,3.644292e-09,0.91853
203.07201, 41.88000,      2.40164,     89.42349,50.00000,52.00000,3.644292e-09,0.91853
203.13300, 41.89333,      2.40217,     89.42349,50.00000,52.00000,3.644292e-09,0.91853
203.21700, 41.90667,      2.40193,     89.42349,50.00000,52.00000,3.642576e-09,0.91852
203.26801, 41.92000,      2.40141,     89.42349,50.00000,52.00000,3.642576e-09,0.91852
203.35201, 41.93333,      2.40138,     89.42349,50.00000,52.00000,3.642576e-09,0.91852
203.41000, 41.94667,      2.40251,     89.42349,50.00000,52.00000,3.642576e-09,0.91852
203.47000, 41.96000,      2.40120,     89.42349,50.00000,52.00000,3.642576e-09,0.91852
203.53300, 41.97333,      2.40153,     89.42349,50.00000,52.00000,3.642576e-09,0.91852
203.60800, 41.98667,      2.40168,     89.42349,50.00000,52.00000,3.642576e-09,0.91852
203.65601, 42.00000,      2.40158,     89.42349,50.00000,52.00000,3.642576e-09,0.91852
203.74200, 42.01333,      2.40175,     89.42349,50.00000,52.00000,3.642576e-09,0.91852
203.80400, 42.02667,      2.40208,     89.42349,50.00000,52.00000,3.642576e-09,0.91852
203.88000, 42.04000,      2.40182,     89.42349,50.00000,52.00000,3.642576e-09,0.91852
203.93401, 42.05333,      2.40131,     89.42349,50.00000,52.00000,3.642576e-09,0.91852
204.00600, 42.06667,      2.40125,     89.42349,50.00000,52.00000,3.642920e-09,0.91851
204.07600, 42.08000,      2.40119,     89.42349,50.00000,52.00000,3.642920e-09,0.91851
204.13000, 42.09333,      2.40252,     89.42349,50.00000,52.00000,3.642920e-09,0.91851
204.21001, 42.10667,      2.40228,     89.42349,50.00000,52.00000,3.642920e-09,0.91851
204.27499, 42.12000,      2.40220,     89.42349,50.00000,52.00000,3.642920e-09,0.91851
204.34100, 42.13333,      2.40152,     89.42349,50.00000,52.00000,3.642920e-09,0.91851
204.40100, 42.14667,      2.40123,     89.42349,50.00000,52.00000,3.642920e-09,0.91851
204.47099, 42.16000,      2.40116,     89.42349,50.00000,52.00000,3.642920e-09,0.91851
204.54800, 42.17333,      2.40173,     89.42349,50.00000,52.00000,3.642920e-09,0.91851
