URL	chrom:TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2024_12_16_005c-H
Name	005c-H1F_conc
Number	6
Position	4
Comment	
Processing Method	Basic Quantitative
Instrument Method	2024_12_16_005c-H - Copy
Type	Unknown
Status	Finished
Inject Time	12/16/2024 3:33:19 PM -05:00
Volume (µl)	3.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	2.500587
Time Max. (min)	6.993328
Data Points	1322
Detector	MSDevice
Generating Data System	Chromeleon 7.3 Build 60919 (5efd55c28726aa174740e3ad3b435409b51aa6a1)
Exporting Data System	Chromeleon 7.3.0.0
Operator	Instrument Controller
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	3253117.066459
Signal Max.	152826177.096965
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.204
Max. Step (s)	0.2041
Average Step (s)	0.20406094

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
2.976728	0.2041	4016440.876204
2.980130	0.2041	4055472.538943
2.983530	0.204	3952003.160533
2.986932	0.2041	3977509.576521
2.990333	0.2041	4054648.537521
2.993733	0.204	4080735.921552
2.997135	0.2041	4134038.975558
3.000535	0.204	4106723.058848
3.003937	0.2041	4157159.822886
3.007338	0.2041	4104818.417166
3.010738	0.204	4055700.007695
3.014140	0.2041	4022764.966681
3.017540	0.204	4003982.694780
3.020942	0.2041	4155549.257741
3.024343	0.2041	4227650.248164
3.027743	0.204	4049813.367670
3.031145	0.2041	4058949.452344
3.034545	0.204	4072805.178876
3.037947	0.2041	4081504.215028
3.041348	0.2041	4254843.572493
3.044748	0.204	4259807.384690
3.048150	0.2041	4259584.292614
3.051552	0.2041	4287472.560746
3.054952	0.204	4420309.196411
3.058353	0.2041	4479809.258884
3.061753	0.204	4491032.783780
3.065155	0.2041	4721333.441932
3.068557	0.2041	4901387.384707
3.071957	0.204	5013720.199202
3.075358	0.2041	5189256.316668
3.078758	0.204	5452103.385943
3.082160	0.2041	5669493.223008
3.085562	0.2041	5757261.549254
3.088962	0.204	5464123.488236
3.092363	0.2041	5098150.337386
3.095763	0.204	5016773.994858
3.099165	0.2041	4882490.967534
3.102567	0.2041	4797056.145176
3.105967	0.204	4883876.310059
3.109368	0.2041	5148483.348622
3.112768	0.204	5420506.532352
3.116170	0.2041	5453091.181280
3.119572	0.2041	5192285.129786
3.122972	0.204	4986298.249207
3.126373	0.2041	4858880.885498
3.129775	0.2041	4597105.657575
3.133175	0.204	4378932.425413
3.136577	0.2041	4268932.669988
3.139977	0.204	4193074.919076
3.143378	0.2041	4359198.563848
3.146780	0.2041	4569856.131781
3.150180	0.204	4389573.700425
3.153582	0.2041	4300168.778568
3.156982	0.204	4326412.614235
3.160383	0.2041	4166401.040012
3.163785	0.2041	4175803.388848
3.167185	0.204	4130122.331639
3.170587	0.2041	4088914.815718
3.173987	0.204	4135658.295360
3.177388	0.2041	4161770.120844
3.180790	0.2041	4263954.610919
3.184190	0.204	4348255.841851
3.187592	0.2041	4392476.067187
3.190993	0.2041	4284331.716856
3.194393	0.204	4257732.420280
3.197795	0.2041	4168425.279869
3.201195	0.204	4032707.485269
3.204597	0.2041	4195582.355295
3.207998	0.2041	4264185.751530
3.211398	0.204	4201515.869334
3.214800	0.2041	4274087.830769
3.218200	0.204	4335213.301166
3.221602	0.2041	4273525.490593
3.225003	0.2041	4292994.217314
3.228403	0.204	4424466.880371
3.231805	0.2041	4303166.377292
3.235205	0.204	4185831.845327
3.238607	0.2041	4265086.886596
3.242008	0.2041	4272098.390544
3.245408	0.204	4324797.491585
3.248810	0.2041	4366025.075298
3.252210	0.204	4296682.367514
3.255612	0.2041	4319223.236782
3.259013	0.2041	4360902.320427
3.262413	0.204	4355248.091137
3.265815	0.2041	4415119.922206
3.269217	0.2041	4590004.270603
3.272617	0.204	4789036.677756
3.276018	0.2041	4789441.540878
3.279418	0.204	5132961.663743
3.282820	0.2041	5454566.593048
3.286222	0.2041	5282908.179959
3.289622	0.204	5377604.170322
3.293023	0.2041	5602620.409844
3.296423	0.204	5664174.844908
3.299825	0.2041	5712960.542895
3.303227	0.2041	5531914.842180
3.306627	0.204	5476718.994877
3.310028	0.2041	5499219.382959
3.313428	0.204	5241920.110338
3.316830	0.2041	5083385.731178
3.320232	0.2041	4952658.392519
3.323632	0.204	4791093.188297
3.327033	0.2041	4481743.907376
3.330435	0.2041	4410718.650715
3.333835	0.204	4548584.066392
3.337237	0.2041	4548940.369074
3.340637	0.204	4582602.190504
3.344038	0.2041	4424865.453778
3.347440	0.2041	4366907.262734
3.350840	0.204	4328330.137702
3.354242	0.2041	4231343.387272
3.357642	0.204	4440224.702665
3.361043	0.2041	4511805.796352
3.364445	0.2041	4335951.054187
3.367845	0.204	4362433.352385
3.371247	0.2041	4477160.478544
3.374647	0.204	4488295.777769
3.378048	0.2041	4374026.178000
3.381450	0.2041	4412035.804089
3.384850	0.204	4641672.827862
3.388252	0.2041	4590685.090748
3.391653	0.2041	4388855.277482
3.395053	0.204	4327494.599000
3.398455	0.2041	4405426.269858
3.401855	0.204	4533777.631164
3.405257	0.2041	4554531.209255
3.408658	0.2041	4614775.773465
3.412058	0.204	4625174.815702
3.415460	0.2041	4657118.745604
3.418860	0.204	4812381.033478
3.422262	0.2041	4877970.067823
3.425663	0.2041	5020649.285984
3.429063	0.204	5317418.986146
3.432465	0.2041	5571859.516391
3.435865	0.204	5903842.311722
3.439267	0.2041	6132456.268263
3.442668	0.2041	6169371.274548
3.446068	0.204	6023429.187908
3.449470	0.2041	5806282.461185
3.452870	0.204	5768186.282219
3.456272	0.2041	5480759.325683
3.459673	0.2041	4947638.274141
3.463073	0.204	4818911.274767
3.466475	0.2041	4841699.211884
3.469877	0.2041	4554262.341763
3.473277	0.204	4597674.489637
3.476678	0.2041	4668561.979268
3.480078	0.204	4517857.112822
3.483480	0.2041	4518193.130241
3.486882	0.2041	4604483.611899
3.490282	0.204	4616583.154397
3.493683	0.2041	4489484.783343
3.497083	0.204	4541011.620996
3.500485	0.2041	4476615.595428
3.503887	0.2041	4444105.149619
3.507287	0.204	4708195.167487
3.510688	0.2041	4820808.190787
3.514088	0.204	4802501.880021
3.517490	0.2041	4891190.055543
3.520892	0.2041	5148486.579967
3.524292	0.204	5362763.160601
3.527693	0.2041	5491909.829332
3.531095	0.2041	5476129.942739
3.534495	0.204	5359199.386656
3.537897	0.2041	5355505.395600
3.541297	0.204	5319490.740663
3.544698	0.2041	5210015.158324
3.548100	0.2041	5221683.359580
3.551500	0.204	5186601.430771
3.554902	0.2041	5224149.891953
3.558302	0.204	5180928.374630
3.561703	0.2041	5025909.340819
3.565105	0.2041	5023872.271430
3.568505	0.204	4999563.828730
3.571907	0.2041	4825729.737344
3.575307	0.204	4647209.441256
3.578708	0.2041	4629404.432129
3.582110	0.2041	4670099.254373
3.585510	0.204	4654428.144968
3.588912	0.2041	4735691.549834
3.592312	0.204	4674026.649240
3.595713	0.2041	4522583.154132
3.599115	0.2041	4757615.325338
3.602515	0.204	4841206.159140
3.605917	0.2041	4708287.787484
3.609318	0.2041	4857127.907311
3.612718	0.204	4993753.189411
3.616120	0.2041	4842454.185602
3.619520	0.204	4826315.074022
3.622922	0.2041	4947536.543228
3.626323	0.2041	4848410.581786
3.629723	0.204	4807273.076984
3.633125	0.2041	5038505.460196
3.636525	0.204	5064168.033431
3.639927	0.2041	5151843.752816
3.643328	0.2041	5742002.046691
3.646728	0.204	6146429.005880
3.650130	0.2041	6534895.174578
3.653530	0.204	6970354.144441
3.656932	0.2041	6946806.307874
3.660333	0.2041	6740678.598685
3.663733	0.204	6541702.010294
3.667135	0.2041	6060828.350575
3.670537	0.2041	5612520.388807
3.673937	0.204	5476715.924883
3.677338	0.2041	5226999.900838
3.680738	0.204	4958907.527918
3.684140	0.2041	4896193.670949
3.687542	0.2041	4895352.846398
3.690942	0.204	4735392.839014
3.694343	0.2041	4651203.334634
3.697743	0.204	4803492.957923
3.701145	0.2041	4815420.797615
3.704547	0.2041	4657200.606143
3.707947	0.204	4665679.689570
3.711348	0.2041	4810070.685376
3.714748	0.204	4891385.281558
3.718150	0.2041	4850756.997059
3.721552	0.2041	4666278.659134
3.724952	0.204	4621970.956428
3.728353	0.2041	4662449.227076
3.731753	0.204	4634326.564656
3.735155	0.2041	4747862.048706
3.738557	0.2041	4805815.805064
3.741957	0.204	4792701.791862
3.745358	0.2041	4984798.691464
3.748760	0.2041	5168900.269868
3.752160	0.204	5690511.486924
3.755562	0.2041	7432202.822544
3.758962	0.204	10719280.695242
3.762363	0.2041	16539683.086581
3.765765	0.2041	25716883.721123
3.769165	0.204	38849421.453448
3.772567	0.2041	56712043.917592
3.775967	0.204	79001829.437201
3.779368	0.2041	103683987.573312
3.782770	0.2041	127748542.709047
3.786170	0.204	145354739.493467
3.789572	0.2041	152826177.096965
3.792972	0.204	149614509.574964
3.796373	0.2041	133650517.252498
3.799775	0.2041	106396387.469118
3.803175	0.204	75262480.333221
3.806577	0.2041	49577841.220519
3.809978	0.2041	31333222.046759
3.813378	0.204	19361996.077260
3.816780	0.2041	12607889.638264
3.820180	0.204	8932206.703860
3.823582	0.2041	7411830.902575
3.826983	0.2041	6663281.277178
3.830383	0.204	6120922.173443
3.833785	0.2041	5669409.711328
3.837185	0.204	5494172.495040
3.840587	0.2041	5525473.519038
3.843988	0.2041	5509594.684269
3.847388	0.204	5480711.352324
3.850790	0.2041	5297874.754015
3.854190	0.204	5229009.530530
3.857592	0.2041	5382249.882073
3.860993	0.2041	5309274.153520
3.864393	0.204	5138450.477267
3.867795	0.2041	5163740.491960
3.871197	0.2041	5109548.639261
3.874597	0.204	4977886.705072
3.877998	0.2041	5156739.587208
3.881398	0.204	5287487.883617
3.884800	0.2041	5211969.887782
3.888202	0.2041	5047593.525861
3.891602	0.204	4958055.697379
3.895003	0.2041	4917476.161991
3.898403	0.204	4955446.915812
3.901805	0.2041	5096230.579508
3.905207	0.2041	5017495.747119
3.908607	0.204	4989283.907491
3.912008	0.2041	4928877.102382
3.915408	0.204	4820448.286640
3.918810	0.2041	4915539.265553
3.922212	0.2041	4990991.767956
3.925612	0.204	5041775.529212
3.929013	0.2041	4931784.495961
3.932413	0.204	4854933.913011
3.935815	0.2041	4996598.384839
3.939217	0.2041	5004254.652245
3.942617	0.204	5093272.675636
3.946018	0.2041	5411284.136724
3.949420	0.2041	5820186.406861
3.952820	0.204	6651271.049512
3.956222	0.2041	8344535.940881
3.959622	0.204	11179537.607294
3.963023	0.2041	15719099.305006
3.966425	0.2041	21790714.784177
3.969825	0.204	28305508.375422
3.973227	0.2041	34795280.965276
3.976627	0.204	40187729.724122
3.980028	0.2041	42721865.760842
3.983430	0.2041	40674502.543529
3.986830	0.204	35046596.731655
3.990232	0.2041	27750669.031247
3.993632	0.204	19972749.866009
3.997033	0.2041	14393018.977723
4.000435	0.2041	10738816.473123
4.003835	0.204	7962646.034297
4.007237	0.2041	6678702.657296
4.010638	0.2041	5988699.212777
4.014038	0.204	5465867.970287
4.017440	0.2041	5405269.329679
4.020840	0.204	5508478.003924
4.024242	0.2041	5418231.513332
4.027643	0.2041	5119603.617511
4.031043	0.204	5275772.178402
4.034445	0.2041	5350097.309915
4.037845	0.204	5164889.973579
4.041247	0.2041	5099468.480112
4.044648	0.2041	4992104.867070
4.048048	0.204	5195441.415447
4.051450	0.2041	5144472.810203
4.054850	0.204	4850858.644133
4.058252	0.2041	5018536.222387
4.061653	0.2041	5073156.903997
4.065053	0.204	5030065.188874
4.068455	0.2041	5167325.521450
4.071855	0.204	5069255.701029
4.075257	0.2041	5033483.349743
4.078658	0.2041	5021103.003747
4.082058	0.204	5008580.502190
4.085460	0.2041	5076917.627867
4.088862	0.2041	5228646.434569
4.092262	0.204	5228714.995514
4.095663	0.2041	5106246.061836
4.099063	0.204	5226375.705777
4.102465	0.2041	5235670.528066
4.105867	0.2041	5157229.353026
4.109267	0.204	5052130.585609
4.112668	0.2041	5123553.081508
4.116068	0.204	5197275.941554
4.119470	0.2041	5149365.511964
4.122872	0.2041	5149890.362456
4.126272	0.204	5193948.046880
4.129673	0.2041	5263231.529576
4.133073	0.204	5191891.098159
4.136475	0.2041	5189516.572734
4.139877	0.2041	5168360.176768
4.143277	0.204	5133067.457190
4.146678	0.2041	5217570.008313
4.150080	0.2041	5179634.997481
4.153480	0.204	5093390.410487
4.156882	0.2041	5218702.567994
4.160282	0.204	5462991.213902
4.163683	0.2041	5573774.760357
4.167085	0.2041	5427643.865804
4.170485	0.204	5427288.614271
4.173887	0.2041	5673402.402127
4.177287	0.204	5775376.981426
4.180688	0.2041	5678588.951712
4.184090	0.2041	5531977.449384
4.187490	0.204	5412547.199036
4.190892	0.2041	5462091.989815
4.194292	0.204	5581021.941514
4.197693	0.2041	5568044.440005
4.201095	0.2041	5554030.250417
4.204495	0.204	5536468.338363
4.207897	0.2041	5516952.796158
4.211298	0.2041	5662742.023929
4.214698	0.204	5664880.889482
4.218100	0.2041	5577707.584798
4.221500	0.204	5520539.003539
4.224902	0.2041	5443039.053679
4.228303	0.2041	5468709.302258
4.231703	0.204	5539260.235321
4.235105	0.2041	5483485.285924
4.238505	0.204	5258533.448983
4.241907	0.2041	5336122.594024
4.245308	0.2041	5477132.218885
4.248708	0.204	5305290.934121
4.252110	0.2041	5391043.779642
4.255510	0.204	5439284.478109
4.258912	0.2041	5381357.978024
4.262313	0.2041	5454094.190759
4.265713	0.204	5488072.859381
4.269115	0.2041	5542783.787805
4.272515	0.204	5419024.281313
4.275917	0.2041	5521523.114616
4.279318	0.2041	5549859.575948
4.282718	0.204	5228425.269316
4.286120	0.2041	5278822.495449
4.289522	0.2041	5425977.129779
4.292922	0.204	5461848.152111
4.296323	0.2041	5416191.370869
4.299723	0.204	5130454.203804
4.303125	0.2041	5011980.975691
4.306527	0.2041	5199355.018004
4.309927	0.204	5184475.070349
4.313328	0.2041	5071096.955274
4.316728	0.204	5233259.830306
4.320130	0.2041	5239395.818214
4.323532	0.2041	5225836.722678
4.326932	0.204	5344865.350969
4.330333	0.2041	5324864.876710
4.333733	0.204	5244701.544661
4.337135	0.2041	5286393.438279
4.340537	0.2041	5424767.542110
4.343937	0.204	5380684.300997
4.347338	0.2041	5222598.774086
4.350740	0.2041	5295437.455975
4.354140	0.204	5394110.139872
4.357542	0.2041	5295313.504210
4.360942	0.204	5389253.953815
4.364343	0.2041	5409557.034941
4.367745	0.2041	5255126.533882
4.371145	0.204	5348825.015856
4.374547	0.2041	5383360.380675
4.377947	0.204	5380407.562178
4.381348	0.2041	5377425.015736
4.384750	0.2041	5216848.400226
4.388150	0.204	5381698.291601
4.391552	0.2041	5461427.848384
4.394952	0.204	5299667.107707
4.398353	0.2041	5382954.150830
4.401755	0.2041	5293327.315462
4.405155	0.204	5186220.289326
4.408557	0.2041	5292434.167810
4.411957	0.204	5262962.693592
4.415358	0.2041	5329660.869771
4.418760	0.2041	5402578.382869
4.422160	0.204	5214462.091322
4.425562	0.2041	5249445.014632
4.428963	0.2041	5428749.786049
4.432363	0.204	5298230.844967
4.435765	0.2041	5232975.299216
4.439165	0.204	5521037.192945
4.442567	0.2041	5539603.752870
4.445968	0.2041	5352173.153445
4.449368	0.204	5350577.962128
4.452770	0.2041	5440210.980631
4.456170	0.204	5480665.145959
4.459572	0.2041	5285586.940798
4.462973	0.2041	5267733.330378
4.466373	0.204	5431471.643427
4.469775	0.2041	5457902.972672
4.473175	0.204	5493321.427960
4.476577	0.2041	5498575.028577
4.479978	0.2041	5497047.912657
4.483378	0.204	5422078.644010
4.486780	0.2041	5390891.952202
4.490182	0.2041	5582274.258608
4.493582	0.204	5689889.174702
4.496983	0.2041	5632943.629318
4.500383	0.204	5630287.813663
4.503785	0.2041	5554105.183484
4.507187	0.2041	5481265.939380
4.510587	0.204	5614147.645592
4.513988	0.2041	5708049.174445
4.517388	0.204	5631526.823254
4.520790	0.2041	5643892.435747
4.524192	0.2041	5736634.044646
4.527592	0.204	5874308.781084
4.530993	0.2041	5916058.304762
4.534393	0.204	5764298.371745
4.537795	0.2041	5671690.511768
4.541197	0.2041	5810598.589758
4.544597	0.204	5965975.898999
4.547998	0.2041	5957796.680866
4.551398	0.204	5925034.730410
4.554800	0.2041	5998341.791126
4.558202	0.2041	5983515.858533
4.561602	0.204	5912731.900250
4.565003	0.2041	5995855.884891
4.568405	0.2041	5775915.702607
4.571805	0.204	5531987.035544
4.575207	0.2041	5641376.221162
4.578607	0.204	5718606.310124
4.582008	0.2041	5579329.600200
4.585410	0.2041	5684752.877679
4.588810	0.204	6050925.737340
4.592212	0.2041	6028254.827014
4.595612	0.204	5870645.261310
4.599013	0.2041	5875487.603290
4.602415	0.2041	5901897.241071
4.605815	0.204	5921640.232447
4.609217	0.2041	5894142.661281
4.612617	0.204	5967950.538849
4.616018	0.2041	6045929.965011
4.619420	0.2041	5997093.662195
4.622820	0.204	5814169.095823
4.626222	0.2041	5806726.798481
4.629623	0.2041	5920510.178219
4.633023	0.204	5825628.049677
4.636425	0.2041	5872380.041901
4.639825	0.204	5799995.185347
4.643227	0.2041	5740035.946965
4.646628	0.2041	5973279.622572
4.650028	0.204	5826964.718557
4.653430	0.2041	5577639.347308
4.656830	0.204	5810689.541815
4.660232	0.2041	5886412.696036
4.663633	0.2041	5740206.748583
4.667033	0.204	5687254.037442
4.670435	0.2041	5662391.057998
4.673835	0.204	5598184.073947
4.677237	0.2041	5586959.333574
4.680638	0.2041	5710866.448240
4.684038	0.204	5666170.490035
4.687440	0.2041	5635136.161145
4.690840	0.204	5599774.492161
4.694242	0.2041	5579319.947413
4.697643	0.2041	5707504.334175
4.701043	0.204	5695008.183274
4.704445	0.2041	5768431.792641
4.707847	0.2041	5873760.192841
4.711247	0.204	5859217.684725
4.714648	0.2041	5850276.815266
4.718048	0.204	5827235.487705
4.721450	0.2041	5872022.564982
4.724852	0.2041	5813880.119837
4.728252	0.204	5675305.716215
4.731653	0.2041	5769579.686580
4.735053	0.204	5871658.984855
4.738455	0.2041	5793748.831306
4.741857	0.2041	5798809.102900
4.745257	0.204	5813874.676708
4.748658	0.2041	5741719.479239
4.752058	0.204	5731858.739849
4.755460	0.2041	5649969.744577
4.758862	0.2041	5550407.226808
4.762262	0.204	5739951.942847
4.765663	0.2041	6028267.366246
4.769065	0.2041	5720202.025700
4.772465	0.204	5542939.557628
4.775867	0.2041	5768453.742220
4.779267	0.204	5580759.450425
4.782668	0.2041	5642251.481403
4.786070	0.2041	5973014.038201
4.789470	0.204	5834901.724893
4.792872	0.2041	5625513.403189
4.796272	0.204	5743489.435790
4.799673	0.2041	5871195.854231
4.803075	0.2041	5852139.356372
4.806475	0.204	5810931.514803
4.809877	0.2041	5738315.648394
4.813277	0.204	5915376.048666
4.816678	0.2041	5945396.649572
4.820080	0.2041	5787971.542445
4.823480	0.204	5822603.810941
4.826882	0.2041	5775677.713368
4.830282	0.204	5941432.691120
4.833683	0.2041	6050744.133286
4.837085	0.2041	5814250.304034
4.840485	0.204	5718127.492476
4.843887	0.2041	5949196.258903
4.847288	0.2041	6056345.929416
4.850688	0.204	5807016.290931
4.854090	0.2041	5737054.972894
4.857490	0.204	5827736.844880
4.860892	0.2041	5808594.729332
4.864293	0.2041	5840080.443470
4.867693	0.204	5922949.271578
4.871095	0.2041	6019686.113460
4.874495	0.204	6030763.018103
4.877897	0.2041	5969397.729202
4.881298	0.2041	5987149.565196
4.884698	0.204	5918003.530039
4.888100	0.2041	5823489.337747
4.891500	0.204	5860746.666952
4.894902	0.2041	5913267.986675
4.898303	0.2041	5874491.163760
4.901703	0.204	5847866.922045
4.905105	0.2041	5939510.136809
4.908507	0.2041	6128409.288233
4.911907	0.204	6092669.141545
4.915308	0.2041	5925820.012275
4.918708	0.204	5840123.101884
4.922110	0.2041	5940807.196989
4.925512	0.2041	5966593.862213
4.928912	0.204	5988492.049226
4.932313	0.2041	6046305.300990
4.935713	0.204	5936297.583927
4.939115	0.2041	5936236.622895
4.942517	0.2041	6045302.833983
4.945917	0.204	6094076.075921
4.949318	0.2041	6063980.108034
4.952718	0.204	5981715.841570
4.956120	0.2041	5921985.234258
4.959522	0.2041	5921238.938861
4.962922	0.204	5985245.993252
4.966323	0.2041	6092053.176216
4.969725	0.2041	6039608.058137
4.973125	0.204	6053900.630199
4.976527	0.2041	6237518.126283
4.979927	0.204	6154772.410836
4.983328	0.2041	5924762.631149
4.986730	0.2041	5959959.742371
4.990130	0.204	6069891.228537
4.993532	0.2041	6033683.474463
4.996932	0.204	6122548.253105
5.000333	0.2041	6235748.634447
5.003735	0.2041	6110050.373712
5.007135	0.204	6028843.943446
5.010537	0.2041	6087071.136697
5.013937	0.204	6116962.236642
5.017338	0.2041	6117255.150211
5.020740	0.2041	6004547.416345
5.024140	0.204	5869310.406876
5.027542	0.2041	5998083.969420
5.030942	0.204	6174832.573929
5.034343	0.2041	6099182.225229
5.037745	0.2041	6137639.321887
5.041145	0.204	6350249.064136
5.044547	0.2041	6279076.474492
5.047948	0.2041	5982490.116906
5.051348	0.204	5898383.224133
5.054750	0.2041	6205900.128256
5.058150	0.204	6333905.083537
5.061552	0.2041	6288862.486303
5.064953	0.2041	6357170.618890
5.068353	0.204	6343308.482468
5.071755	0.2041	6347255.841891
5.075155	0.204	6199730.638575
5.078557	0.2041	5978724.901356
5.081958	0.2041	6041261.944106
5.085358	0.204	6299468.870452
5.088760	0.2041	6276766.026466
5.092160	0.204	6246981.359129
5.095562	0.2041	6420373.068034
5.098963	0.2041	6323848.441074
5.102363	0.204	6176779.128805
5.105765	0.2041	6256197.946449
5.109167	0.2041	6417022.270947
5.112567	0.204	6391299.440921
5.115968	0.2041	6364768.932576
5.119368	0.204	6309658.398425
5.122770	0.2041	6205377.665836
5.126172	0.2041	6321652.379803
5.129572	0.204	6253400.800375
5.132973	0.2041	6169912.922766
5.136373	0.204	6214908.921714
5.139775	0.2041	6313476.080397
5.143177	0.2041	6227978.238874
5.146577	0.204	6214457.915438
